timestamp,user_id,lat,lon,country,device,login_status,attack_type,is_attack
2025-09-04 05:22:14.168344,user_0024,35.681993411209,139.6490207774525,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 06:03:14.168344,user_0143,19.08002507578074,72.88709043964253,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 06:03:14.168344,user_0248,52.5150997230509,13.400257932157345,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 06:03:14.168344,user_0463,52.52850750146788,13.404931847434332,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 06:03:14.168344,user_0175,12.973754558873816,77.59699267660355,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 06:03:14.168344,user_0495,37.76716222181199,-122.41225272868098,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 06:03:14.168344,user_0402,35.6762,139.6503,JP,"Mozilla/5.0 (Windows 95) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/50.0.894.0 Safari/534.1",Success,Device Spoofing,1
2025-09-04 06:03:14.168344,user_0115,35.6762,139.6503,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 06:03:14.168344,user_0348,52.511018877858874,13.407691257861162,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 06:03:14.168344,user_0439,12.967746167514642,77.59010373922725,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 06:09:14.168344,user_0057,51.5148558005855,-0.1312796970638063,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 06:26:14.168344,user_0057,-33.8688,151.2093,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Impossible Travel,1
2025-09-04 07:03:14.168344,user_0089,51.50585911234082,-0.1362912524179228,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 07:03:14.168344,user_0103,35.67172541031517,139.6578561381625,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 07:03:14.168344,user_0140,52.526312458857156,13.407316431485553,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 08:03:14.168344,user_0354,12.97619407047958,77.6000354961491,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 08:03:14.168344,user_0169,19.073341859866904,72.87288146613953,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 08:03:14.168344,user_0355,19.066272113684352,72.88505190719047,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 08:03:14.168344,user_0308,52.52548853883605,13.409072945417225,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 08:03:14.168344,user_0323,37.77795330664663,-122.41134305915183,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 08:03:14.168344,user_0134,40.7128,-74.006,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 08:03:14.168344,user_0360,37.78239737730059,-122.42326251169743,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 09:03:14.168344,user_0072,52.51770664267337,13.40188442792942,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 09:03:14.168344,user_0476,52.52841802797299,13.40815448575832,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:03:14.168344,user_0489,12.971164679186614,77.58790590221457,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:03:14.168344,user_0011,37.76973748934572,-122.40948574285997,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:03:14.168344,user_0378,-33.87271111058825,151.19970869484467,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 09:03:14.168344,user_0414,19.080711963678045,72.8809891846317,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:03:14.168344,user_0303,12.975239086973941,77.59892496094916,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 09:03:14.168344,user_0134,40.717098710827905,-74.00173107277026,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 09:03:14.168344,user_0383,52.52544687982391,13.399102351716337,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 09:03:14.168344,user_0453,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 09:09:14.168344,user_0451,-33.86523245960512,151.21681220649955,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:28:14.168344,user_0378,19.076,72.8777,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Impossible Travel,1
2025-09-04 10:03:14.168344,user_0230,12.966647496538801,77.59244963317647,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 10:03:14.168344,user_0050,51.499683953191436,-0.1286343441995906,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 10:03:14.168344,user_0141,52.52754122957294,13.405431913646304,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 11:03:14.168344,user_0208,35.66792672886821,139.65124111940068,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 11:03:14.168344,user_0037,12.968405823983524,77.59720347759077,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 11:03:14.168344,user_0058,37.77055247408342,-122.41387484803197,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 11:03:14.168344,user_0079,35.684624654603304,139.64668380309956,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 12:03:14.168344,user_0081,51.49859388265701,-0.13612327633199572,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 12:03:14.168344,user_0059,37.77596370339654,-122.42874527406619,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 12:03:14.168344,user_0311,37.77866183525291,-122.41783001898746,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 12:03:14.168344,user_0117,40.7181232956492,-74.00999927971668,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 12:03:14.168344,user_0050,51.511985236415065,-0.12132794211062879,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 12:03:14.168344,user_0281,40.7128,-74.006,US,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/51.0.803.0 Safari/531.2",Success,Device Spoofing,1
2025-09-04 12:03:14.168344,user_0360,37.77886975492673,-122.4114119240827,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 13:03:14.168344,user_0083,35.67018090945099,139.64474803229933,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 13:03:14.168344,user_0426,35.685803088118206,139.64580873273923,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 13:03:14.168344,user_0048,51.514711991897244,-0.1342058659113212,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 13:03:14.168344,user_0272,19.06988995111732,72.87793478621448,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 13:03:14.168344,user_0208,35.684664317104314,139.64487142198848,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 13:03:14.168344,user_0140,35.6762,139.6503,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 14:03:14.168344,user_0300,19.076,72.8777,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Vacation,0
2025-09-04 14:03:14.168344,user_0141,52.52482510749328,13.407119269039592,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 14:03:14.168344,user_0330,51.50768934385133,-0.12710831764404007,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 14:03:14.168344,user_0102,40.71839558937857,-74.00842342295972,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 14:03:14.168344,user_0431,-33.87180640253793,151.2168594317679,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 14:03:14.168344,user_0001,52.51977951580633,13.402004743270092,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 15:03:14.168344,user_0207,19.072913567737473,72.87610452936664,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 15:03:14.168344,user_0097,-33.862517897650775,151.20318736975878,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 15:03:14.168344,user_0286,40.7087774764289,-74.00803479939071,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 15:03:14.168344,user_0246,12.967404139706721,77.59946862686795,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 15:03:14.168344,user_0300,19.076,72.8777,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Vacation,0
2025-09-04 15:03:14.168344,user_0310,19.073842293873025,72.88062128032823,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 15:03:14.168344,user_0010,12.968934079371577,77.60070803403309,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 16:03:14.168344,user_0229,52.52,13.405,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 16:03:14.168344,user_0213,52.51581043602144,13.413214896191306,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 16:03:14.168344,user_0242,51.5054384012459,-0.1338025652881368,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 16:03:14.168344,user_0222,37.77460425668781,-122.4195237452907,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 16:03:14.168344,user_0401,37.7749,-122.4194,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 16:03:14.168344,user_0197,37.784699930682685,-122.42827411086289,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 16:03:14.168344,user_0266,35.67814718872426,139.64759625618677,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 17:03:14.168344,user_0196,40.70953459052063,-74.00002411090782,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 17:03:14.168344,user_0030,37.77138075475775,-122.41560052256592,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:03:14.168344,user_0082,12.969004709837215,77.60131074902289,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:03:14.168344,user_0226,52.51088922617655,13.406214583486378,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 17:03:14.168344,user_0355,19.072567842183314,72.88599625664153,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 17:03:14.168344,user_0446,51.50263530231125,-0.11855209127714302,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 17:03:14.168344,user_0379,19.077616067419584,72.88086973881242,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:03:14.168344,user_0404,35.67484280662665,139.6590642418643,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 18:03:14.168344,user_0023,52.513284203841835,13.40100506267067,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 18:03:14.168344,user_0454,40.71115466866091,-73.99865917989105,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 18:03:14.168344,user_0235,51.5074,-0.1278,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 18:03:14.168344,user_0393,-33.875376579398576,151.201319107595,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 18:03:14.168344,user_0344,-33.86041369990629,151.20467716444486,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 18:03:14.168344,user_0441,19.07193611921221,72.86816310216125,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 18:03:14.168344,user_0264,51.50475250745031,-0.12345319377925736,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 18:03:14.168344,user_0461,52.513891891553314,13.401114637861786,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 18:12:14.168344,user_0390,51.5074,-0.1278,GB,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/59.0.873.0 Safari/531.1",Success,Device Spoofing,1
2025-09-04 19:03:14.168344,user_0258,-33.86574367805713,151.21680524684575,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 19:03:14.168344,user_0126,37.77275340190201,-122.41449844588567,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 19:03:14.168344,user_0214,12.965100693176055,77.59112586613324,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 19:03:14.168344,user_0449,40.71343170650663,-73.99728638368445,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 19:03:14.168344,user_0346,12.963952925883047,77.58908753386332,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 19:03:14.168344,user_0117,40.72246149509296,-73.99989145282606,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 19:03:14.168344,user_0213,52.51224062133475,13.398067618206419,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 19:03:14.168344,user_0219,-33.87451742033826,151.20989288482522,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 19:32:14.168344,user_0135,12.965238482510715,77.59564162204576,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 20:03:14.168344,user_0037,12.975095869536693,77.60305056016446,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0380,52.52374578395926,13.413686850660689,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 20:03:14.168344,user_0163,12.974225861860244,77.5882650207241,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0227,-33.867860875679916,151.21366664480254,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 20:03:14.168344,user_0398,52.52798891112084,13.400478062254937,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0488,-33.87426282363671,151.21723945402823,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 20:03:14.168344,user_0166,40.722532351506466,-74.00154164430653,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0474,52.51207422188208,13.401883799318336,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0019,37.778464208154475,-122.42391715759095,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 20:03:14.168344,user_0407,12.969998042297101,77.59866663165651,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0338,12.966402995989734,77.58784512130421,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 20:03:14.168344,user_0027,51.50425223624531,-0.1306085019778661,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 20:03:14.168344,user_0147,12.973259861408684,77.60328318907314,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 20:22:14.168344,user_0027,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Impossible Travel,1
2025-09-04 21:03:14.168344,user_0077,40.720978524925094,-74.01393824644532,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 21:03:14.168344,user_0355,37.7749,-122.4194,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 21:03:14.168344,user_0176,35.66816099054928,139.65292179437498,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 21:03:14.168344,user_0198,40.709179782800284,-74.00014361562795,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 21:03:14.168344,user_0285,19.084076588840777,72.88568631637189,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 21:03:14.168344,user_0274,52.51704911288741,13.403721142232106,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 21:03:14.168344,user_0387,12.968022313210303,77.60387760295569,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 21:28:14.168344,user_0285,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Impossible Travel,1
2025-09-04 22:03:14.168344,user_0349,40.721713663428304,-74.00622301000156,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 22:03:14.168344,user_0412,-33.8665210244604,151.2162543137987,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
